First Normal Date	Last Normal Date	Log Count	Risk Based Priority (RBP)	Log Source Entity	Log Source Type	Classification	Common Event	Direction	Zone (Origin)	Zone (Impacted)	Entity (Origin)	Entity (Impacted)	Location (Origin)	Location (Impacted)	Network (Origin)	Network (Impacted)	Host (Origin)	Host (Impacted)	Known Host (Origin)	Known Host (Impacted)	IP Address (Origin)	IP Address (Impacted)	NAT IP Address (Origin)	NAT IP Address (Impacted)	MAC Address (Origin)	MAC Address (Impacted)	Interface (Origin)	Interface (Impacted)	Application	TCP/UDP Port (Origin)	TCP/UDP Port (Impacted)	NAT TCP/UDP Port (Origin)	NAT TCP/UDP Port (Impacted)	Protocol	Vendor Message ID	User (Origin)	User (Impacted)	Group	Domain Impacted	Sender	Recipient	Object	Object Name	URL	Command	Process Name	Process ID	Severity	Version	Host (Impacted) KBytes Rcvd	Host (Impacted) KBytes Sent	Host (Impacted) Packets Rcvd	Host (Impacted) Packets Sent	Reason	Result	Policy	Object Type	Hash	Response Code	Action	Session Type	CVE	Threat ID	Status	Serial Number	Parent Process Path	Parent Process Name	Parent Process ID	User Agent	Vendor Info	Threat Name	Domain Origin	Country (Origin)	Country (Impacted)	Region (Origin)	Region (Impacted)	HostName (Origin)	HostName (Impacted)	Known Application
2022-12-09 04:12:46 PM	2022-12-09 04:12:46 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Massachusetts: Cambridge	VM Network		10.1.1.11	184.85.248.66			10.1.1.11	184.85.248.66	217.28.52.100	0.0.0.0			eth1		53\UDP	3864	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Massachusetts			
2022-12-09 04:12:46 PM	2022-12-09 04:12:46 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	DC	Global Entity	Latvia: Riga: Riga	United States: California: San Francisco	VM Network		DC2 *	208.67.222.222	DC2		10.1.1.4	208.67.222.222	217.28.52.97	0.0.0.0			eth1		53\UDP	50205	53	19768	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:12:46 PM	2022-12-09 04:12:46 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Washington: Redmond	VM Network		10.1.1.11	13.107.206.37			10.1.1.11	13.107.206.37	217.28.52.100	0.0.0.0			eth1		53\UDP	53077	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Washington			
2022-12-09 04:12:46 PM	2022-12-09 04:12:46 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Washington: Redmond	VM Network		10.1.1.11	150.171.10.38			10.1.1.11	150.171.10.38	217.28.52.100	0.0.0.0			eth1		53\UDP	60873	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Washington			
2022-12-09 04:12:46 PM	2022-12-09 04:12:46 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	DC	Global Entity	Latvia: Riga: Riga	United States: California: San Francisco	VM Network		DC2 *	208.67.222.222	DC2		10.1.1.4	208.67.222.222	217.28.52.97	0.0.0.0			eth1		53\UDP	50662	53	12813	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:12:46 PM	2022-12-09 04:12:46 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	DC	Global Entity	Latvia: Riga: Riga	United States: California: San Francisco	VM Network		DC2 *	208.67.222.222	DC2		10.1.1.4	208.67.222.222	217.28.52.97	0.0.0.0			eth1		53\UDP	50685	53	23548	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:12:46 PM	2022-12-09 04:12:46 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Washington: Redmond	VM Network		10.1.1.11	150.171.16.64			10.1.1.11	150.171.16.64	217.28.52.100	0.0.0.0			eth1		53\UDP	60790	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Washington			
2022-12-09 04:12:46 PM	2022-12-09 04:12:46 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Traffic	General Network Traffic	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Texas: Dallas	VM Network		10.1.1.32	69.16.175.42			10.1.1.32	69.16.175.42					eth1.422		443\TCP		443			TCP	url filtering																									accept													Latvia	United States	Latvia: Riga	United States: Texas			
2022-12-09 04:12:46 PM	2022-12-09 04:12:46 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	Security	Global Entity		United States: Washington: Seattle			10.99.88.9	76.223.111.18			10.99.88.9	76.223.111.18					eth1.422		443\TCP		443			TCP	application control																									accept														United States		United States: Washington			
2022-12-09 04:12:46 PM	2022-12-09 04:12:46 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Traffic	General Network Traffic	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	Sweden: Stockholms län: Stockholm	VM Network		10.1.1.32	108.157.229.100			10.1.1.32	108.157.229.100					eth1.422		443\TCP		443			TCP	url filtering																									accept													Latvia	Sweden	Latvia: Riga	Sweden: Stockholms län			
2022-12-09 04:12:46 PM	2022-12-09 04:12:46 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Traffic	General Network Traffic	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	Sweden: Stockholms län: Stockholm	VM Network		10.1.1.32	108.157.229.114			10.1.1.32	108.157.229.114					eth1.422		443\TCP		443			TCP	url filtering																									accept													Latvia	Sweden	Latvia: Riga	Sweden: Stockholms län			
2022-12-09 04:12:46 PM	2022-12-09 04:12:46 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Traffic	General Network Traffic	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: California: San Francisco	VM Network		10.1.1.32	104.18.21.68			10.1.1.32	104.18.21.68					eth1.422		443\TCP		443			TCP	url filtering																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:12:45 PM	2022-12-09 04:12:45 PM	1	2	VirtualM	Syslog - VMWare vCenter Server	Information	General VMware Server Information		Unknown	Unknown	VirtualM	VirtualM					vc																									tomcat-exec-269			post	vpxd-svcs-access		info											200							/invsvc/vmomi/sdk/											vc		
2022-12-09 04:12:45 PM	2022-12-09 04:12:45 PM	1	2	VirtualM	Syslog - VMWare vCenter Server	Information	General VMware Server Information		Unknown	Unknown	VirtualM	VirtualM					vc																									tomcat-exec-283			post	vpxd-svcs-access		info											200							/invsvc/vmomi/sdk/											vc		
2022-12-09 04:12:45 PM	2022-12-09 04:12:45 PM	1	2	VirtualM	Syslog - VMWare vCenter Server	Information	General VMware Server Information		Unknown	Unknown	VirtualM	VirtualM					vc																									tomcat-exec-274			post	vpxd-svcs-access		info											200							/invsvc/vmomi/sdk/											vc		
2022-12-09 04:12:45 PM	2022-12-09 04:12:45 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Traffic	General Network Traffic	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	Ireland: Baile Átha Cliath: Dublin	VM Network		10.1.1.32	54.195.228.119			10.1.1.32	54.195.228.119					eth1		443\TCP		443			TCP	url filtering																									accept													Latvia	Ireland	Latvia: Riga	Ireland: Baile Átha Cliath			
2022-12-09 04:12:45 PM	2022-12-09 04:12:45 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Traffic	General Network Traffic	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	Latvia: Riga: Riga	VM Network		10.1.1.32	81.198.165.201			10.1.1.32	81.198.165.201					eth1.422		443\TCP		443			TCP	url filtering																									accept													Latvia	Latvia	Latvia: Riga	Latvia: Riga			
2022-12-09 04:12:45 PM	2022-12-09 04:12:45 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Washington: Redmond	VM Network		10.1.1.32	204.79.197.200			10.1.1.32	204.79.197.200					eth1		443\TCP		443			TCP	application control																									accept													Latvia	United States	Latvia: Riga	United States: Washington			
2022-12-09 04:12:45 PM	2022-12-09 04:12:45 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: California: San Jose	VM Network		10.1.1.133	170.72.231.0			10.1.1.133	170.72.231.0	217.28.52.97	0.0.0.0			eth1		443\TCP	54946	443	34125	0	TCP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:12:45 PM	2022-12-09 04:12:45 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: California: San Jose	VM Network		10.1.1.133	170.72.231.10			10.1.1.133	170.72.231.10	217.28.52.97	0.0.0.0			eth1		443\TCP	54947	443	11993	0	TCP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:12:45 PM	2022-12-09 04:12:45 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Washington: Redmond	VM Network		10.1.1.170	13.107.246.53			10.1.1.170	13.107.246.53					eth1.422		443\TCP		443			TCP	application control																									accept													Latvia	United States	Latvia: Riga	United States: Washington			
2022-12-09 04:12:45 PM	2022-12-09 04:12:45 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Washington: Redmond	VM Network		10.1.1.32	204.79.197.200			10.1.1.32	204.79.197.200					eth1.422		443\TCP		443			TCP	application control																									accept													Latvia	United States	Latvia: Riga	United States: Washington			
2022-12-09 04:12:45 PM	2022-12-09 04:12:45 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: California: Mountain View	VM Network		10.1.1.17	142.250.74.35			10.1.1.17	142.250.74.35	217.28.52.97	0.0.0.0			eth1		443\UDP	63324	443	21979	0	UDP	vpn-1 & firewall-1	zinaida kravale (zinaida.kravale)																								accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:12:45 PM	2022-12-09 04:12:45 PM	1	14	Security	Syslog - Check Point Log Exporter	Network Deny	Traffic Denied by Network Firewall	External	External	External	Global Entity	Global Entity	India: Karnataka: Bangalore	Latvia: Riga: Riga			117.216.18.204	217.28.52.103			117.216.18.204	217.28.52.103					eth1.422		23\TCP	65102	23			TCP	vpn-1 & firewall-1																									drop													India	Latvia	India: Karnataka	Latvia: Riga			
2022-12-09 04:12:45 PM	2022-12-09 04:12:45 PM	1	14	Security	Syslog - Check Point Log Exporter	Network Deny	Traffic Denied by Network Firewall	External	External	External	Global Entity	Global Entity	India: Karnataka: Bangalore	Latvia: Riga: Riga			117.216.18.204	217.28.52.103			117.216.18.204	217.28.52.103					eth1.422		23\TCP		23			TCP	vpn-1 & firewall-1																									drop													India	Latvia	India: Karnataka	Latvia: Riga			
2022-12-09 04:12:45 PM	2022-12-09 04:12:45 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	DC	Global Entity	Latvia: Riga: Riga	United States: California: San Francisco	VM Network		DC2 *	208.67.222.222	DC2		10.1.1.4	208.67.222.222	217.28.52.97	0.0.0.0			eth1		53\UDP	50882	53	12502	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:12:45 PM	2022-12-09 04:12:45 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: California: San Jose	VM Network		10.1.1.167	170.72.231.161			10.1.1.167	170.72.231.161	217.28.52.97	0.0.0.0			eth1		443\TCP	61192	443	32213	0	TCP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:12:45 PM	2022-12-09 04:12:45 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Traffic	General Network Traffic	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	Ireland: Baile Átha Cliath: Dublin	VM Network		10.1.1.32	54.77.60.152			10.1.1.32	54.77.60.152					eth1		443\TCP		443			TCP	url filtering																									accept													Latvia	Ireland	Latvia: Riga	Ireland: Baile Átha Cliath			
2022-12-09 04:12:45 PM	2022-12-09 04:12:45 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	DC	Global Entity	Latvia: Riga: Riga	United States: California: San Francisco	VM Network		DC2 *	208.67.222.222	DC2		10.1.1.4	208.67.222.222	217.28.52.97	0.0.0.0			eth1		53\UDP	49721	53	29357	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:12:45 PM	2022-12-09 04:12:45 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	DC	Global Entity	Latvia: Riga: Riga	United States: California: San Francisco	VM Network		DC2 *	208.67.222.222	DC2		10.1.1.4	208.67.222.222	217.28.52.97	0.0.0.0			eth1		53\UDP	49672	53	51710	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:12:45 PM	2022-12-09 04:12:45 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: California: San Jose	VM Network		10.1.1.133	170.72.231.161			10.1.1.133	170.72.231.161	217.28.52.97	0.0.0.0			eth1		443\TCP	54945	443	32212	0	TCP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:12:45 PM	2022-12-09 04:12:45 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: California: Mountain View	VM Network		10.1.1.165	142.250.74.197			10.1.1.165	142.250.74.197	217.28.52.97	0.0.0.0			eth1		443\TCP	62355	443	10000	0	TCP	vpn-1 & firewall-1	janis cimins (janis.cimins)																								accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:12:45 PM	2022-12-09 04:12:45 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	Latvia: Riga: Riga	VM Network		10.1.1.170	195.13.225.21			10.1.1.170	195.13.225.21	217.28.52.97	0.0.0.0			eth1		80\TCP	59917	80	10002	0	TCP	vpn-1 & firewall-1																									accept													Latvia	Latvia	Latvia: Riga	Latvia: Riga			
2022-12-09 04:12:45 PM	2022-12-09 04:12:45 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United Kingdom: London: London	VM Network		10.1.1.161	149.154.167.92			10.1.1.161	149.154.167.92	217.28.52.97	0.0.0.0			eth1		443\TCP	52414	443	10540	0	TCP	vpn-1 & firewall-1																									accept													Latvia	United Kingdom	Latvia: Riga	United Kingdom: London			
2022-12-09 04:12:45 PM	2022-12-09 04:12:45 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: California: San Jose	VM Network		10.1.1.133	170.72.231.10			10.1.1.133	170.72.231.10	217.28.52.97	0.0.0.0			eth1		443\TCP	54942	443	11991	0	TCP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:12:45 PM	2022-12-09 04:12:45 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: California: San Jose	VM Network		10.1.1.133	170.72.231.112			10.1.1.133	170.72.231.112					eth1		443\TCP		443			TCP	application control																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:12:45 PM	2022-12-09 04:12:45 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: California: San Jose	VM Network		10.1.1.133	170.72.231.0			10.1.1.133	170.72.231.0	217.28.52.97	0.0.0.0			eth1		443\TCP	54941	443	34124	0	TCP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:12:45 PM	2022-12-09 04:12:45 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: California: San Jose	VM Network		10.1.1.133	170.72.231.112			10.1.1.133	170.72.231.112	217.28.52.97	0.0.0.0			eth1		443\TCP	54940	443	10011	0	TCP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:12:45 PM	2022-12-09 04:12:45 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: California: San Jose	VM Network		10.1.1.133	170.72.5.246			10.1.1.133	170.72.5.246	217.28.52.97	0.0.0.0			eth1		5004\UDP	49756	5004	10000	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:12:45 PM	2022-12-09 04:12:45 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: California: San Jose	VM Network		10.1.1.133	170.72.5.246			10.1.1.133	170.72.5.246	217.28.52.97	0.0.0.0			eth1		9000\UDP	50465	9000	10001	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:12:45 PM	2022-12-09 04:12:45 PM	1	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: California: San Jose	VM Network		10.1.1.133	170.72.231.10			10.1.1.133	170.72.231.10	217.28.52.97	0.0.0.0			eth1		443\TCP	54943	443	11992	0	TCP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:12:05 PM	2022-12-09 04:12:45 PM	2	17	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Internal	Internal	Internal	Security	DC		Latvia: Riga: Riga		VM Network	10.232.100.101	DC2 *		DC2	10.232.100.101	10.1.1.4					eth1.422		53\UDP	63794	53			UDP	vpn-1 & firewall-1																									accept														Latvia		Latvia: Riga			
2022-12-09 04:12:05 PM	2022-12-09 04:12:45 PM	2	17	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Internal	Internal	Internal	Security	DC		Latvia: Riga: Riga		VM Network	10.232.100.101	DC2 *		DC2	10.232.100.101	10.1.1.4					eth1.422		53\UDP	54166	53			UDP	vpn-1 & firewall-1																									accept														Latvia		Latvia: Riga			
2022-12-09 04:12:05 PM	2022-12-09 04:12:45 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Washington: Redmond	VM Network		10.1.1.11	13.107.160.2			10.1.1.11	13.107.160.2	217.28.52.100	0.0.0.0			eth1		53\UDP	34520	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Washington			
2022-12-09 04:12:05 PM	2022-12-09 04:12:45 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Washington: Redmond	VM Network		10.1.1.11	40.90.4.8			10.1.1.11	40.90.4.8	217.28.52.100	0.0.0.0			eth1		53\UDP	21490	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Washington			
2022-12-09 04:12:05 PM	2022-12-09 04:12:45 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	DC	Global Entity	Latvia: Riga: Riga	United States: California: San Francisco	VM Network		DC2 *	208.67.222.222	DC2		10.1.1.4	208.67.222.222	217.28.52.97	0.0.0.0			eth1		53\UDP	49956	53	36938	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:12:05 PM	2022-12-09 04:12:45 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Washington: Redmond	VM Network		10.1.1.11	64.4.48.201			10.1.1.11	64.4.48.201	217.28.52.100	0.0.0.0			eth1		53\UDP	30498	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Washington			
2022-12-09 04:12:05 PM	2022-12-09 04:12:45 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	DC	Global Entity	Latvia: Riga: Riga	United States: California: San Francisco	VM Network		DC2 *	208.67.222.222	DC2		10.1.1.4	208.67.222.222	217.28.52.97	0.0.0.0			eth1		53\UDP	49387	53	53435	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:12:05 PM	2022-12-09 04:12:45 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: California: Mountain View	VM Network		10.1.1.14	142.250.74.100			10.1.1.14	142.250.74.100	217.28.52.97	0.0.0.0			eth1		443\UDP	59725	443	10078	0	UDP	vpn-1 & firewall-1	jekaterina antane (katuna)																								accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:12:05 PM	2022-12-09 04:12:45 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	Sweden: Stockholms län: Stockholm	VM Network		10.1.1.11	184.51.253.24			10.1.1.11	184.51.253.24	217.28.52.100	0.0.0.0			eth1		53\UDP	39151	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	Sweden	Latvia: Riga	Sweden: Stockholms län			
2022-12-09 04:12:05 PM	2022-12-09 04:12:45 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Washington: Redmond	VM Network		10.1.1.11	208.84.4.2			10.1.1.11	208.84.4.2	217.28.52.100	0.0.0.0			eth1		53\UDP	47711	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Washington			
2022-12-09 04:12:06 PM	2022-12-09 04:12:45 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Washington: Redmond	VM Network		10.1.1.11	13.107.222.32			10.1.1.11	13.107.222.32	217.28.52.100	0.0.0.0			eth1		53\UDP	33745	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Washington			
2022-12-09 04:12:06 PM	2022-12-09 04:12:45 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	DC	Global Entity	Latvia: Riga: Riga	United States: California: San Francisco	VM Network		DC2 *	208.67.222.222	DC2		10.1.1.4	208.67.222.222	217.28.52.97	0.0.0.0			eth1		53\UDP	65300	53	19324	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:12:06 PM	2022-12-09 04:12:45 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Washington: Redmond	VM Network		10.1.1.11	13.107.160.5			10.1.1.11	13.107.160.5	217.28.52.100	0.0.0.0			eth1		53\UDP	16593	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Washington			
2022-12-09 04:12:06 PM	2022-12-09 04:12:45 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: California: Mountain View	VM Network		10.1.1.165	142.250.74.35			10.1.1.165	142.250.74.35	217.28.52.97	0.0.0.0			eth1		443\UDP	64443	443	21960	0	UDP	vpn-1 & firewall-1	janis cimins (janis.cimins)																								accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:12:06 PM	2022-12-09 04:12:45 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Washington: Redmond	VM Network		10.1.1.11	150.171.10.64			10.1.1.11	150.171.10.64	217.28.52.100	0.0.0.0			eth1		53\UDP	27172	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Washington			
2022-12-09 04:12:06 PM	2022-12-09 04:12:45 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	DC	Global Entity	Latvia: Riga: Riga	United States: California: San Francisco	VM Network		DC2 *	208.67.222.222	DC2		10.1.1.4	208.67.222.222	217.28.52.97	0.0.0.0			eth1		53\UDP	65196	53	36743	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: California			
2022-12-09 04:12:06 PM	2022-12-09 04:12:45 PM	2	11	Security	Syslog - Check Point Log Exporter	Network Allow	Traffic Allowed by Network Firewall	Outbound	Internal	External	iPro	Global Entity	Latvia: Riga: Riga	United States: Washington: Redmond	VM Network		10.1.1.11	13.107.206.34			10.1.1.11	13.107.206.34	217.28.52.100	0.0.0.0			eth1		53\UDP	49396	53	0	0	UDP	vpn-1 & firewall-1																									accept													Latvia	United States	Latvia: Riga	United States: Washington			
